Codigo Proveedor ;Nombre ;Descripcionlarga;Descripcionlarga;Familia;Clase ;Costo ;Preciolista
TF52X;Heladera Electrolux  Seco 2P 464 L Ino;Heladera Electrolux  F/Seco 2 Puertas 464 Litros Ino;Heladera Electrolux  F/Seco 2 Puertas 464 Litros Ino;5;5001;5352001;7492801,4
TF56S;Heladera Electrolux  2P 473L-Frio Seco-Gr;Heladera Electrolux  2 Puertas 473L-Frio Seco-Gris;Heladera Electrolux  2 Puertas 473L-Frio Seco-Gris;5;5001;5292000;7408800
ERSO52B5HQS;Heladera Electrolux  Seco Side 517L;Heladera Electrolux  F/Seco Side By Side Inver 517 L;Heladera Electrolux  F/Seco Side By Side Inver 517 L;5;5001;9557000;13379800
ERSB51J5MQS;Heladera Electrolux  Seco Side Inver C/Dis;Heladera Electrolux  F/Seco Side By Side Inver C/Dis;Heladera Electrolux  F/Seco Side By Side Inver C/Dis;5;5001;12910000;18074000
DF82X;Heladera Electrolux  Seco 2P 533L Ino;Heladera Electrolux  F/Seco 2 Puertas 533 Litros Ino;Heladera Electrolux  F/Seco 2 Puertas 533 Litros Ino;5;5001;7496000;10494400
DM84X;Heladera Electrolux  Seco Multidoor 579L;Heladera Electrolux  F/Seco Multidoor 579 Litros Ino;Heladera Electrolux  F/Seco Multidoor 579 Litros Ino;5;5001;9981000;13973400
DB83X;Heladera Electrolux /Freezer ;Heladera Electrolux /Freezer Abajo/Frío Seco/598 L;Heladera Electrolux /Freezer Abajo/Frío Seco/598 L;5;5001;8205000;11487000
DB84X;Heladera Electrolux  Seco Freezer Abajo;Heladera Electrolux  F/Seco Freezer Abajo 598 Litros;Heladera Electrolux  F/Seco Freezer Abajo 598 Litros;5;5001;8205000;11487000
DM85X;Heladera Electrolux  Seco Multidoor 538 L ;Heladera Electrolux  F/Seco Multidoor 538 Litros Ino;Heladera Electrolux  F/Seco Multidoor 538 Litros Ino;5;5001;13401000;18761400
DM90X;Heladera Electrolux  Seco Multidoor Inver ;Heladera Electrolux  F/Seco Multidoor Inver C/Disp 5;Heladera Electrolux  F/Seco Multidoor Inver C/Disp 5;5;5001;17683001;24756201,4
FE18;Congelador Electrolux  Vertical 145 Litros;Congelador Electrolux  Vertical 145 Litros;Congelador Electrolux  Vertical 145 Litros;5;5002;1996000;2794400
FE22;Congelador Electrolux  Vertical 173 Litros;Congelador Electrolux  Vertical 173 Litros;Congelador Electrolux  Vertical 173 Litros;5;5002;2046000;2864400
FE26;Congelador Electrolux  Vertical 218 Litros;Congelador Electrolux  Vertical 218 Litros;Congelador Electrolux  Vertical 218 Litros;5;5002;2738000;3833200
EFUP22P5HRG;Congelador Electrolux  Vertical 245 Litros;Congelador Electrolux  Vertical 245 Litros;Congelador Electrolux  Vertical 245 Litros;5;5002;4174000;5843600
EFCC25C5HQW;Congelador Electrolux  Horiz. 200 L;Congelador Electrolux  Horizontal 200 Litros;Congelador Electrolux  Horizontal 200 Litros;5;5002;2240000;3136000
EFCC32C5HQW;Congelador Electrolux  Horiz. 318 L;Congelador Electrolux  Horizontal 318 Litros;Congelador Electrolux  Horizontal 318 Litros;5;5002;2789001;3904601,4
H330;Congelador Electrolux  Horiz.  324L Blanco;Congelador Electrolux  Horizontal  324L Blanco;Congelador Electrolux  Horizontal  324L Blanco;5;5002;2800001;3920001,4
H420;Congelador Electrolux  Horiz. 414 L;Congelador Electrolux  Horizontal 414 Litros;Congelador Electrolux  Horizontal 414 Litros;5;5002;3183000;4456200
H440;Congelador Electrolux  Horiz. 414 L;Congelador Electrolux  Horizontal 414 Litros;Congelador Electrolux  Horizontal 414 Litros;5;5002;3278000;4589200
H520;Congelador Electrolux  Horiz. 513 L;Congelador Electrolux  Horizontal 513 Litros;Congelador Electrolux  Horizontal 513 Litros;5;5002;3486000;4880400
H550;Congelador Electrolux  Horiz. 513 L;Congelador Electrolux  Horizontal 513 Litros;Congelador Electrolux  Horizontal 513 Litros;5;5002;3591000;5027400
EAIX12B5MBCTW;Split Electrolux  Inverter  12000Btu;Inver Electrolux ter Split  12000Btu;Inver Electrolux ter Split  12000Btu;25;25004;2990000;4186000
EAIX18B5MBCTW;Split Electrolux  Inverter 18000Btu;Inver Electrolux ter Split  18000Btu;Inver Electrolux ter Split  18000Btu;25;25004;4708000;6591200
EAIX24B5MBCTW;Split Electrolux  Inverter 24000 Btu;Split Electrolux  Inverter 24000 Btu;Split Electrolux  Inverter 24000 Btu;25;25004;7082000;9914800
EASX12B5MBETW;Split Electrolux  Convenc 12000 Btu;Split Electrolux  Convencional 12000 Btu;Split Electrolux  Convencional 12000 Btu;25;25004;2442000;3418800
EASX18B5MBETW;Split Electrolux  Convenc 18000 Btu;Split Electrolux  Convencional 18000 Btu;Split Electrolux  Convencional 18000 Btu;25;25004;3946000;5524400
EASX24B5MBETW;Split Electrolux  Convenc 24000Btu;Split Electrolux  Convencional 24000Btu;Split Electrolux  Convencional 24000Btu;25;25004;5518000;7725200
ATBC1700BH;Bicicleta Athletic 1700Bh;Bicicleta Athletic 1700Bh / 150Kg, Disco De Inercia De 5Kg ;Bicicleta Athletic 1700Bh / 150Kg, Disco De Inercia De 5Kg ;3;3001;4829200;6760880
ATBC500BH;Bicicleta Athletic 500Bh;Bicicleta Athletic 500Bh / 120Kg, Volante 5Kg;Bicicleta Athletic 500Bh / 120Kg, Volante 5Kg;3;3001;2344100;3281740
ATBC290BH;Bicicleta Athletic Vert 290Bh;Bicicleta Athletic Vertical 290Bh / 110Kg, Volante 4Kg;Bicicleta Athletic Vertical 290Bh / 110Kg, Volante 4Kg;3;3001;2051500;2872100
ATBC1700BV;Bicicleta Athletic 1700Bv;Bicicleta Athletic 1700Bv  / 150Kg, Disco De Inercia De 5Kg ;Bicicleta Athletic 1700Bv  / 150Kg, Disco De Inercia De 5Kg ;3;3001;3619100;5066740
ATBC500BV;Bicicleta Athletic 500Bv ;Bicicleta Athletic 500Bv  / 110Kg, Volante 5Kg ;Bicicleta Athletic 500Bv  / 110Kg, Volante 5Kg ;3;3001;2518900;3526460
ATBC290BV;Bicicleta Athletic Vert 290Bv;Bicicleta Athletic Vertical 290Bv / 110Kg, Volante 4Kg ;Bicicleta Athletic Vertical 290Bv / 110Kg, Volante 4Kg ;3;3001;1758900;2462460
ATSP7500BS;Bicicleta Indoor Athl 7500Bs ;Bicicleta Indoor Athletic 7500Bs / 150 Kg, Disco De Inercia 20Kg;Bicicleta Indoor Athletic 7500Bs / 150 Kg, Disco De Inercia 20Kg;3;3001;2868000;4015200
ATSP7000BS;Bicicleta Indoor Athl 7000Bs;Bicicleta Indoor Athletic 7000Bs;Bicicleta Indoor Athletic 7000Bs;3;3001;4794600;6712440
ATSP2600BS;Bicicleta Indoor Athl 135 Kg;Bicicleta Indoor Athletic  /135 Kg, Disco De Inercia 20Kg;Bicicleta Indoor Athletic  /135 Kg, Disco De Inercia 20Kg;3;3001;3714700;5200580
ATSP700BS;Bicicleta Indoor Athl 700Bs;Bicicleta Indoor Athletic 700Bs /125Kg, Disco De Inercia 13Kg;Bicicleta Indoor Athletic 700Bs /125Kg, Disco De Inercia 13Kg;3;3001;2157300;3020220
ATSP550BS;Bicicleta Indoor Athl 550Bs;Bicicleta Indoor Athletic 550Bs;Bicicleta Indoor Athletic 550Bs;3;3001;2070800;2899120
ATCC7500T;Cinta De Caminar Athl Pro;Cinta De Caminar Athletic Profesional;Cinta De Caminar Athletic Profesional;3;3001;13322900;18652060
ATCC4900T;Cinta De Caminar Athlc Pro;Cinta De Caminar Athletic Profesional;Cinta De Caminar Athletic Profesional;3;3001;11417200;15984080
ATCC3660T;Cinta Caminar Athletic 3660T;Cinta Caminar Athletic 3660T/ 140Kg, 20Km/H, 2.5Hp, Inclinación Elec. 15%;Cinta Caminar Athletic 3660T/ 140Kg, 20Km/H, 2.5Hp, Inclinación Elec. 15%;3;3001;9241700;12938380
ATCC3290T;Cinta Caminar Athletic 3290T;Cinta Caminar Athletic 3290T/ 130Kg, 18Km/H, 2Hp, Inclinación Elec. 15%;Cinta Caminar Athletic 3290T/ 130Kg, 18Km/H, 2Hp, Inclinación Elec. 15%;3;3001;8919600;12487440
ATCC3260T;Cinta Caminar Athletic 3260T;Cinta Caminar Athletic 3260T  / 130Kg, 16Km/H, 2Hp, Inclinación Elec. 12%;Cinta Caminar Athletic 3260T  / 130Kg, 16Km/H, 2Hp, Inclinación Elec. 12%;3;3001;7883600;11037040
ATCC1060T;Cinta Caminar Athletic 1060T;Cinta Caminar Athletic 1060T  / 130Kg, 16Km/H, 1.25Hp, Inclinación Elec. 12%;Cinta Caminar Athletic 1060T  / 130Kg, 16Km/H, 1.25Hp, Inclinación Elec. 12%;3;3001;6098500;8537900
ATCC790T;Cinta Caminar Athletic 790T;Cinta Caminar Athletic 790T / 120Kg, 16 Km/H, 1.75Hp, Inclinación Elec. 12%;Cinta Caminar Athletic 790T / 120Kg, 16 Km/H, 1.75Hp, Inclinación Elec. 12%;3;3001;5647800;7906920
ATCC560T;Cinta Caminar Athletic 560T;Cinta Caminar Athletic 560T / 120Kg, 13 Km/H, 1.5Hp, Inclinación Manual 2 Niveles;Cinta Caminar Athletic 560T / 120Kg, 13 Km/H, 1.5Hp, Inclinación Manual 2 Niveles;3;3001;4162400;5827360
ATCC530T;Cinta Caminar Athletic 530T;Cinta Caminar Athletic 530T / 120Kg, 12 Km/ H, 2 Hp, Inclinación Manual 2 Niveles;Cinta Caminar Athletic 530T / 120Kg, 12 Km/ H, 2 Hp, Inclinación Manual 2 Niveles;3;3001;3696501;5175101,4
ATCC510T;Cinta Caminar Athletic 510T;Cinta Caminar Athletic 510T / 120Kg, 12 Km/H, 1,5 Hp;Cinta Caminar Athletic 510T / 120Kg, 12 Km/H, 1,5 Hp;3;3001;3436901;4811661,4
ATCC410T;Cinta Caminar Athletic 410T;Cinta Caminar Athletic 410T 220V;Cinta Caminar Athletic 410T 220V;3;3001;2963400;4148760
ATCC20T;Cinta Caminar Athletic 20T;Cinta Caminar Athletic 20T;Cinta Caminar Athletic 20T;3;3001;2422600;3391640
ATEL1700E;Elliptical Athl Profe 1700E;Elliptical Athletic Professional 1700E / 150Kg, Disco De 5 Kg;Elliptical Athletic Professional 1700E / 150Kg, Disco De 5 Kg;3;3001;5519000;7726600
ATEL500E;Elliptical Athletic 500E;Elliptical Athletic 500E, /120Kg, Disco De 5 Kg;Elliptical Athletic 500E, /120Kg, Disco De 5 Kg;3;3001;2271300;3179820
ATEL430E;Elliptica Athl Advance 430E;Elliptica Athletic Advance 430E/120Kg, Disco De 3,3 Kg;Elliptica Athletic Advance 430E/120Kg, Disco De 3,3 Kg;3;3001;2457901;3441061,4
ATEL370E;Elliptico C/ Pulsador/100Kg;Elliptico C/ Pulsador/100Kg, Disco De 3,3 Kg;Elliptico C/ Pulsador/100Kg, Disco De 3,3 Kg;3;3001;2275800;3186120
ATEL290E;Elliptica Athl Advance 230E ;Elliptica Athletic Advance 230E /110Kg, Disco De 4 Kg;Elliptica Athletic Advance 230E /110Kg, Disco De 4 Kg;3;3001;2003700;2805180
ATEL230E;Elliptica Athl¡ Advance 290E;Elliptica Athletic Advance 290E /100Kg, Disco De 4 Kg;Elliptica Athletic Advance 290E /100Kg, Disco De 4 Kg;3;3001;1929700;2701580
ATEL2E;Elliptical Athletic 2E;Elliptical Athletic 2E (C/ Mancuernas) /100Kg, Disco De 3 Kg;Elliptical Athletic 2E (C/ Mancuernas) /100Kg, Disco De 3 Kg;3;3001;1666600;2333240
ATEL3.5E;Elliptical Athletic 3.5E ;Elliptical Athletic 3.5E / 90Kg, Disco De 3Kg.;Elliptical Athletic 3.5E / 90Kg, Disco De 3Kg.;3;3001;1240800;1737120
ATMU2100MS;Multiejercicio Atheltic 2100Ms;Multiejercicio Atheltic 2100Ms / 150Kg, Con Banco, Doble Torre 100Kgs C/ Una.;Multiejercicio Atheltic 2100Ms / 150Kg, Con Banco, Doble Torre 100Kgs C/ Una.;3;3001;14574100;20403740
ATMU2100M;Multiejercicio Athletic 2100M;Multiejercicio Athletic 2100M/ 150Kg, Torre De Pesas De 95Kg.;Multiejercicio Athletic 2100M/ 150Kg, Torre De Pesas De 95Kg.;3;3001;6005401;8407561,4
ATMU470M;Multiejercicio Athletic 150Kg;Multiejercicio Athletic /150Kg, Torre De Pesas De 65 Kg;Multiejercicio Athletic /150Kg, Torre De Pesas De 65 Kg;3;3001;3760200;5264280
ATMU420M;Multiejercicio Athletic 420M;Multiejercicio Athletic 420M / 130Kg, Torre De Pesas De 60Kg;Multiejercicio Athletic 420M / 130Kg, Torre De Pesas De 60Kg;3;3001;2580900;3613260
ATMU380M;Multiejercicio Athletic 380M;Multiejercicio Athletic 380M / 120Kg, Torre De Pesas De 50Kg;Multiejercicio Athletic 380M / 120Kg, Torre De Pesas De 50Kg;3;3001;2231301;3123821,4
ATMU16024;Banco Athletic Kit;Banco Athletic Kit (Con Pesas Y Barras);Banco Athletic Kit (Con Pesas Y Barras);3;3001;1878900;2630460
ATROWER100;Equipo De Remo 100Rm;Equipo De Remo 100Rm / 120Kg, Peso De 4Kg;Equipo De Remo 100Rm / 120Kg, Peso De 4Kg;3;3001;2048100;2867340
ATAB7000AB;Abdominal Professional 7000Ab;Abdominal Professional 7000Ab / 150Kg Profesional;Abdominal Professional 7000Ab / 150Kg Profesional;3;3001;0;0
ATAB700;Athletic Abdominal 700Ab;Athletic Abdominal 700Ab / 100Kg;Athletic Abdominal 700Ab / 100Kg;3;3001;1573300;2202620
ATAB600;Abdominal Athl Advance 600Ab;Athletic Abdominal Advance 600Ab /120Kg;Athletic Abdominal Advance 600Ab /120Kg;3;3001;1490200;2086280
ATAB200;Athletic Abdominal 200Ab;Athletic Abdominal 200Ab / 100Kg;Athletic Abdominal 200Ab / 100Kg;3;3001;849200;1188880
ATAB100;Abdominal Athl Sit Up 100;Athletic Abdominal Sit Up Bench 100 / 100Kg;Athletic Abdominal Sit Up Bench 100 / 100Kg;3;3001;570000;798000
ATAB8;Aparato De Abdominal Athl  8Ab;Athletic Aparato De Abdominal 8Ab /100Kg;Athletic Aparato De Abdominal 8Ab /100Kg;3;3001;599000;838600
5901261;Moto Kenton Joy 110;Moto Kenton Joy 110;Moto Kenton Joy 110;34;34001;4018000;5223400
5901211;Moto Kenton C-110 Se;Moto Kenton C-110 Se;Moto Kenton C-110 Se;34;34001;4172000;5423600
59012183;Moto Kenton Fusion 125;Moto Kenton Fusion 125;Moto Kenton Fusion 125;34;34001;5244000;6817200
5901272;Moto Kenton C-110 Dlx;Moto Kenton C-110 Dlx;Moto Kenton C-110 Dlx;34;34001;4682000;6086600
5901280;Moto Kenton  City 125 Ii;Moto Kenton  City 125 Ii;Moto Kenton  City 125 Ii;34;34001;5619000;7304700
59012166;Moto Kenton  City 125 Sport;Moto Kenton  City 125 Sport;Moto Kenton  City 125 Sport;34;34001;5790000;7527000
59012167;Moto Kenton  Blitz 110 Se;Moto Kenton  Blitz 110 Se;Moto Kenton  Blitz 110 Se;34;34001;4138000;5379400
59012168;Moto Kenton  Blitz 110 Dlx;Moto Kenton  Blitz 110 Dlx;Moto Kenton  Blitz 110 Dlx;34;34001;4682000;6086600
59012197;Moto Kenton  Blitz 125 Sport;Moto Kenton  Blitz 125 Sport;Moto Kenton  Blitz 125 Sport;34;34001;5040000;6552000
5901232;Moto Kenton Gl 125  ;Moto Kenton Gl 125  ;Moto Kenton Gl 125  ;34;34001;4548000;5912400
5901233;Moto Kenton  Gl 150;Moto Kenton  Gl 150;Moto Kenton  Gl 150;34;34001;5064000;6583200
59012204;Moto Kenton  Gl 200;Moto Kenton  Gl 200;Moto Kenton  Gl 200;34;34001;6062000;7880600
59012192;Moto Kenton Classic 125 ;Moto Kenton Classic 125 ;Moto Kenton Classic 125 ;34;34001;4177000;5430100
5901216;Moto Kenton Gtr 150 Se ;Moto Kenton Gtr 150 Se ;Moto Kenton Gtr 150 Se ;34;34001;5996000;7794800
59012110;Moto Kenton Gtr 150 Dlx ;Moto Kenton Gtr 150 Dlx ;Moto Kenton Gtr 150 Dlx ;34;34001;6572000;8543600
5901251;Moto Kenton Gtr 200;Moto Kenton Gtr 200;Moto Kenton Gtr 200;34;34001;7492000;9739600
59012205;Moto Kenton Café Racer 150;Moto Kenton Café Racer 150;Moto Kenton Café Racer 150;34;34001;6913000;8986900
59012208;Moto Kenton Rider 200;Moto Kenton Rider 200;Moto Kenton Rider 200;34;34001;8905000;11576500
59012182;Moto Kenton Scooter Eleg 150;Moto Kenton Scooter Elegance 150;Moto Kenton Scooter Elegance 150;34;34001;7888000;10254400
5901286;Moto Kenton Trail Dakar 150;Moto Kenton Trail Dakar 150;Moto Kenton Trail Dakar 150;34;34001;7373000;9584900
5901284;Moto Kenton Trail Dakar 200;Moto Kenton Trail Dakar 200;Moto Kenton Trail Dakar 200;34;34001;8155000;10601500
5901299;Moto Kenton Trail Shark 150;Moto Kenton Trail Shark 150;Moto Kenton Trail Shark 150;34;34001;6743000;8765900
5901295;Moto Kenton Trail Shark 200;Moto Kenton Trail Shark 200;Moto Kenton Trail Shark 200;34;34001;7645000;9938500
59012173;Moto Kenton Trail Trx 150;Moto Kenton Trail Trx 150;Moto Kenton Trail Trx 150;34;34001;5619000;7304700
59012133;Moto Kenton Trail Bull 200;Moto Kenton Trail Bull 200;Moto Kenton Trail Bull 200;34;34001;9365000;12174500
59012145;Moto Kenton Chopper Milest 200;Moto Kenton Chopper Milestone 200;Moto Kenton Chopper Milestone 200;34;34001;7478000;9721400
5905103;Cuaciclon Kenton Quest 300 4X2;Cuaciclon Kenton Quest 300 4X2;Cuaciclon Kenton Quest 300 4X2;34;34001;27498000;35747400
5905104;Cuaciclon Kenton Quest 300 4X4;Cuaciclon Kenton Quest 300 4X4;Cuaciclon Kenton Quest 300 4X4;34;34001;30273000;39354900
5905210;Cuaciclon Kenton Quest 250 Cc.;Cuaciclon Kenton Quest 250 Cc.;Cuaciclon Kenton Quest 250 Cc.;34;34001;20256000;26332800
5905221;Cuaciclon Kenton Volkano 125;Cuaciclon Kenton Volkano 125;Cuaciclon Kenton Volkano 125;34;34001;8606000;11187800
5905219;Cuaciclon Kenton Volkano 150;Cuaciclon Kenton Volkano 150 Off Road;Cuaciclon Kenton Volkano 150 Off Road;34;34001;12146000;15789800
5905220;Cuaciclon Kenton 150 Street;Cuaciclon Kenton Volkano 150 Street;Cuaciclon Kenton Volkano 150 Street;34;34001;13296000;17284800
5905216;Cuaciclon Kenton  250 Off Road;Cuaciclon Kenton Volkano 250 Off Road;Cuaciclon Kenton Volkano 250 Off Road;34;34001;13540000;17602000
5905217;Cuaciclon Kenton 250 Street ;Cuaciclon Kenton Volkano 250 Street ;Cuaciclon Kenton Volkano 250 Street ;34;34001;14350000;18655000
5903236;Motocarro Trasporter 200 Hd;Motocarro Kenton Trasporter 200 Hd;Motocarro Kenton Trasporter 200 Hd;34;34001;15938000;20719400
5903237;Motocarro Trasporter 150 Hd;Motocarro Kenton Trasporter 150 Hd;Motocarro Kenton Trasporter 150 Hd;34;34001;11940000;15522000
